model,task,fold,metric,value,data_split,ssp
ankh,fluorescence,2.0,eval_steps_per_second,187.165,cross-validation,NA
ankh,fluorescence,2.0,epoch,8.0,cross-validation,NA
ankh,fluorescence,3.0,eval_loss,2.239360809326172,cross-validation,NA
ankh,fluorescence,3.0,eval_spearmanr,0.6484675415106368,cross-validation,NA
ankh,fluorescence,3.0,eval_runtime,27.3133,cross-validation,NA
ankh,fluorescence,3.0,eval_samples_per_second,196.278,cross-validation,NA
ankh,fluorescence,3.0,eval_steps_per_second,196.278,cross-validation,NA
ankh,fluorescence,3.0,epoch,7.0,cross-validation,NA
ankh,fluorescence,4.0,eval_loss,0.2402903735637664,cross-validation,NA
ankh,fluorescence,4.0,eval_spearmanr,0.6160497343192491,cross-validation,NA
ankh,fluorescence,4.0,eval_runtime,26.7421,cross-validation,NA
ankh,fluorescence,4.0,eval_samples_per_second,200.471,cross-validation,NA
ankh,fluorescence,4.0,eval_steps_per_second,200.471,cross-validation,NA
ankh,fluorescence,4.0,epoch,7.0,cross-validation,NA
ankh,fluorescence,,eval_loss,4.711932182312012,test,NA
ankh,fluorescence,,eval_spearmanr,0.6063624624732679,test,NA
ankh,fluorescence,,eval_runtime,152.4018,test,NA
ankh,fluorescence,,eval_samples_per_second,178.587,test,NA
ankh,fluorescence,,eval_steps_per_second,178.587,test,NA
ankh,fluorescence,,epoch,7.0,test,NA
ankh,solubility,0.0,eval_loss,0.4523589313030243,cross-validation,NA
ankh,solubility,0.0,eval_accuracy,0.7793143186401613,cross-validation,NA
ankh,solubility,0.0,eval_precision,0.7590590020868906,cross-validation,NA
ankh,solubility,0.0,eval_recall,0.6904227782571182,cross-validation,NA
ankh,solubility,0.0,eval_f1,0.7231158503524309,cross-validation,NA
ankh,solubility,0.0,eval_mcc,0.5420249094804525,cross-validation,NA
ankh,solubility,0.0,eval_runtime,67.2356,cross-validation,NA
ankh,solubility,0.0,eval_samples_per_second,206.498,cross-validation,NA
ankh,solubility,0.0,eval_steps_per_second,206.498,cross-validation,NA
ankh,solubility,0.0,epoch,6.0,cross-validation,NA
ankh,solubility,1.0,eval_loss,0.4651793241500854,cross-validation,NA
ankh,solubility,1.0,eval_accuracy,0.7721838087006626,cross-validation,NA
ankh,solubility,1.0,eval_precision,0.7283136710617627,cross-validation,NA
ankh,solubility,1.0,eval_recall,0.7244176013805005,cross-validation,NA
ankh,solubility,1.0,eval_f1,0.7263604118003287,cross-validation,NA
ankh,solubility,1.0,eval_mcc,0.5312299196632464,cross-validation,NA
ankh,solubility,1.0,eval_runtime,66.709,cross-validation,NA
ankh,solubility,1.0,eval_samples_per_second,208.128,cross-validation,NA
ankh,solubility,1.0,eval_steps_per_second,208.128,cross-validation,NA
ankh,solubility,1.0,epoch,6.0,cross-validation,NA
ankh,solubility,2.0,eval_loss,0.8441036343574524,cross-validation,NA
ankh,solubility,2.0,eval_accuracy,0.6670988187842121,cross-validation,NA
ankh,solubility,2.0,eval_precision,0.559869227625664,cross-validation,NA
ankh,solubility,2.0,eval_recall,0.945806006213324,cross-validation,NA
ankh,solubility,2.0,eval_f1,0.7033756898986009,cross-validation,NA
ankh,solubility,2.0,eval_mcc,0.4468878290665083,cross-validation,NA
ankh,solubility,2.0,eval_runtime,66.2007,cross-validation,NA
ankh,solubility,2.0,eval_samples_per_second,209.726,cross-validation,NA
ankh,solubility,2.0,eval_steps_per_second,209.726,cross-validation,NA
ankh,solubility,2.0,epoch,6.0,cross-validation,NA
ankh,solubility,3.0,eval_loss,0.595488965511322,cross-validation,NA
ankh,solubility,3.0,eval_accuracy,0.7323537885335638,cross-validation,NA
ankh,solubility,3.0,eval_precision,0.63222193942479,cross-validation,NA
ankh,solubility,3.0,eval_recall,0.8574387297204004,cross-validation,NA
ankh,solubility,3.0,eval_f1,0.7278054497509523,cross-validation,NA
ankh,solubility,3.0,eval_mcc,0.4976719907274582,cross-validation,NA
ankh,solubility,3.0,eval_runtime,69.134,cross-validation,NA
ankh,solubility,3.0,eval_samples_per_second,200.828,cross-validation,NA
ankh,solubility,3.0,eval_steps_per_second,200.828,cross-validation,NA
ankh,solubility,3.0,epoch,6.0,cross-validation,NA
ankh,solubility,4.0,eval_loss,0.5151938199996948,cross-validation,NA
ankh,solubility,4.0,eval_accuracy,0.774488619994238,cross-validation,NA
ankh,solubility,4.0,eval_precision,0.7562055031749086,cross-validation,NA
ankh,solubility,4.0,eval_recall,0.6782878840179496,cross-validation,NA
ankh,solubility,4.0,eval_f1,0.7151305613683923,cross-validation,NA
ankh,solubility,4.0,eval_mcc,0.5315597393870467,cross-validation,NA
ankh,solubility,4.0,eval_runtime,66.8366,cross-validation,NA
ankh,solubility,4.0,eval_samples_per_second,207.731,cross-validation,NA
ankh,solubility,4.0,eval_steps_per_second,207.731,cross-validation,NA
ankh,solubility,4.0,epoch,6.0,cross-validation,NA
ankh,solubility,,eval_loss,0.4878212213516235,test,NA
ankh,solubility,,eval_accuracy,0.7581209395302348,test,NA
ankh,solubility,,eval_precision,0.7733050847457628,test,NA
ankh,solubility,,eval_recall,0.73,test,NA
ankh,solubility,,eval_f1,0.7510288065843621,test,NA
ankh,solubility,,eval_mcc,0.5170388140310553,test,NA
ankh,solubility,,eval_runtime,10.2897,test,NA
ankh,solubility,,eval_samples_per_second,194.467,test,NA
ankh,solubility,,eval_steps_per_second,194.467,test,NA
ankh,solubility,,epoch,6.0,test,NA
ankh,transporters,0.0,eval_loss,0.4073675274848938,cross-validation,NA
ankh,transporters,0.0,eval_accuracy,0.894927536231884,cross-validation,NA
ankh,transporters,0.0,eval_precision,0.8699186991869918,cross-validation,NA
ankh,transporters,0.0,eval_recall,0.8916666666666667,cross-validation,NA
ankh,transporters,0.0,eval_f1,0.8806584362139918,cross-validation,NA
ankh,transporters,0.0,eval_mcc,0.7870242345734965,cross-validation,NA
ankh,transporters,0.0,eval_runtime,1.8648,cross-validation,NA
ankh,transporters,0.0,eval_samples_per_second,148.005,cross-validation,NA
ankh,transporters,0.0,eval_steps_per_second,148.005,cross-validation,NA
ankh,transporters,0.0,epoch,10.0,cross-validation,NA
ankh,transporters,1.0,eval_loss,0.3504238724708557,cross-validation,NA
ankh,transporters,1.0,eval_accuracy,0.9057971014492754,cross-validation,NA
ankh,transporters,1.0,eval_precision,0.8916666666666667,cross-validation,NA
ankh,transporters,1.0,eval_recall,0.8916666666666667,cross-validation,NA
ankh,transporters,1.0,eval_f1,0.8916666666666667,cross-validation,NA
ankh,transporters,1.0,eval_mcc,0.8083333333333333,cross-validation,NA
ankh,transporters,1.0,eval_runtime,1.6453,cross-validation,NA
ankh,transporters,1.0,eval_samples_per_second,167.752,cross-validation,NA
ankh,transporters,1.0,eval_steps_per_second,167.752,cross-validation,NA
ankh,transporters,1.0,epoch,10.0,cross-validation,NA
ankh,transporters,2.0,eval_loss,0.5100532174110413,cross-validation,NA
ankh,transporters,2.0,eval_accuracy,0.8659420289855072,cross-validation,NA
ankh,transporters,2.0,eval_precision,0.816793893129771,cross-validation,NA
ankh,transporters,2.0,eval_recall,0.8916666666666667,cross-validation,NA
ankh,transporters,2.0,eval_f1,0.852589641434263,cross-validation,NA
ankh,transporters,2.0,eval_mcc,0.7324601448613531,cross-validation,NA
ankh,transporters,2.0,eval_runtime,1.9446,cross-validation,NA
ankh,transporters,2.0,eval_samples_per_second,141.931,cross-validation,NA
ankh,transporters,2.0,eval_steps_per_second,141.931,cross-validation,NA
ankh,transporters,2.0,epoch,7.0,cross-validation,NA
ankh,transporters,3.0,eval_loss,0.383941113948822,cross-validation,NA
ankh,transporters,3.0,eval_accuracy,0.8804347826086957,cross-validation,NA
ankh,transporters,3.0,eval_precision,0.8270676691729323,cross-validation,NA
ankh,transporters,3.0,eval_recall,0.9166666666666666,cross-validation,NA
ankh,transporters,3.0,eval_f1,0.8695652173913043,cross-validation,NA
ankh,transporters,3.0,eval_mcc,0.763160230802893,cross-validation,NA
ankh,transporters,3.0,eval_runtime,1.6867,cross-validation,NA
ankh,transporters,3.0,eval_samples_per_second,163.634,cross-validation,NA
ankh,transporters,3.0,eval_steps_per_second,163.634,cross-validation,NA
ankh,transporters,3.0,epoch,7.0,cross-validation,NA
ankh,transporters,4.0,eval_loss,0.3550239205360412,cross-validation,NA
ankh,transporters,4.0,eval_accuracy,0.9057971014492754,cross-validation,NA
ankh,transporters,4.0,eval_precision,0.873015873015873,cross-validation,NA
ankh,transporters,4.0,eval_recall,0.9166666666666666,cross-validation,NA
ankh,transporters,4.0,eval_f1,0.894308943089431,cross-validation,NA
ankh,transporters,4.0,eval_mcc,0.810216610821425,cross-validation,NA
ankh,transporters,4.0,eval_runtime,1.8084,cross-validation,NA
ankh,transporters,4.0,eval_samples_per_second,152.619,cross-validation,NA
ankh,transporters,4.0,eval_steps_per_second,152.619,cross-validation,NA
ankh,transporters,4.0,epoch,10.0,cross-validation,NA
ankh,transporters,,eval_loss,0.2817726135253906,test,NA
ankh,transporters,,eval_accuracy,0.9222222222222224,test,NA
ankh,transporters,,eval_precision,0.896551724137931,test,NA
ankh,transporters,,eval_recall,0.8666666666666667,test,NA
ankh,transporters,,eval_f1,0.8813559322033899,test,NA
ankh,transporters,,eval_mcc,0.823791232945381,test,NA
ankh,transporters,,eval_runtime,1.718,test,NA
ankh,transporters,,eval_samples_per_second,104.773,test,NA
ankh,transporters,,eval_steps_per_second,104.773,test,NA
ankh,transporters,,epoch,6.99,test,NA
ankh,ionchannels,0.0,eval_loss,0.0666368305683136,cross-validation,NA
ankh,ionchannels,0.0,eval_accuracy,0.9849521203830368,cross-validation,NA
ankh,ionchannels,0.0,eval_precision,0.8958333333333334,cross-validation,NA
ankh,ionchannels,0.0,eval_recall,0.8775510204081632,cross-validation,NA
ankh,ionchannels,0.0,eval_f1,0.8865979381443299,cross-validation,NA
ankh,ionchannels,0.0,eval_mcc,0.8785938086820193,cross-validation,NA
ankh,ionchannels,0.0,eval_runtime,5.1251,cross-validation,NA
ankh,ionchannels,0.0,eval_samples_per_second,142.631,cross-validation,NA
ankh,ionchannels,0.0,eval_steps_per_second,142.631,cross-validation,NA
ankh,ionchannels,0.0,epoch,7.0,cross-validation,NA
ankh,ionchannels,1.0,eval_loss,0.1315593421459198,cross-validation,NA
ankh,ionchannels,1.0,eval_accuracy,0.9863201094391244,cross-validation,NA
ankh,ionchannels,1.0,eval_precision,0.9523809523809524,cross-validation,NA
ankh,ionchannels,1.0,eval_recall,0.8333333333333334,cross-validation,NA
ankh,ionchannels,1.0,eval_f1,0.888888888888889,cross-validation,NA
ankh,ionchannels,1.0,eval_mcc,0.8838665726019553,cross-validation,NA
ankh,ionchannels,1.0,eval_runtime,4.8206,cross-validation,NA
ankh,ionchannels,1.0,eval_samples_per_second,151.64,cross-validation,NA
ankh,ionchannels,1.0,eval_steps_per_second,151.64,cross-validation,NA
ankh,ionchannels,1.0,epoch,9.96,cross-validation,NA
ankh,ionchannels,2.0,eval_loss,0.0745150968432426,cross-validation,NA
ankh,ionchannels,2.0,eval_accuracy,0.9917920656634748,cross-validation,NA
ankh,ionchannels,2.0,eval_precision,1.0,cross-validation,NA
ankh,ionchannels,2.0,eval_recall,0.875,cross-validation,NA
ankh,ionchannels,2.0,eval_f1,0.9333333333333332,cross-validation,NA
ankh,ionchannels,2.0,eval_mcc,0.9313325191617576,cross-validation,NA
ankh,ionchannels,2.0,eval_runtime,4.631,cross-validation,NA
ankh,ionchannels,2.0,eval_samples_per_second,157.85,cross-validation,NA
ankh,ionchannels,2.0,eval_steps_per_second,157.85,cross-validation,NA
ankh,ionchannels,2.0,epoch,9.0,cross-validation,NA
ankh,ionchannels,3.0,eval_loss,0.0472249872982502,cross-validation,NA
ankh,ionchannels,3.0,eval_accuracy,0.9917920656634748,cross-validation,NA
ankh,ionchannels,3.0,eval_precision,0.9565217391304348,cross-validation,NA
ankh,ionchannels,3.0,eval_recall,0.9166666666666666,cross-validation,NA
ankh,ionchannels,3.0,eval_f1,0.9361702127659574,cross-validation,NA
ankh,ionchannels,3.0,eval_mcc,0.9320273350762024,cross-validation,NA
ankh,ionchannels,3.0,eval_runtime,5.0672,cross-validation,NA
ankh,ionchannels,3.0,eval_samples_per_second,144.262,cross-validation,NA
ankh,ionchannels,3.0,eval_steps_per_second,144.262,cross-validation,NA
ankh,ionchannels,3.0,epoch,9.0,cross-validation,NA
ankh,ionchannels,4.0,eval_loss,0.0320550538599491,cross-validation,NA
ankh,ionchannels,4.0,eval_accuracy,0.9917808219178084,cross-validation,NA
ankh,ionchannels,4.0,eval_precision,0.9565217391304348,cross-validation,NA
ankh,ionchannels,4.0,eval_recall,0.9166666666666666,cross-validation,NA
ankh,ionchannels,4.0,eval_f1,0.9361702127659574,cross-validation,NA
ankh,ionchannels,4.0,eval_mcc,0.9320209604701952,cross-validation,NA
ankh,ionchannels,4.0,eval_runtime,5.1657,cross-validation,NA
ankh,ionchannels,4.0,eval_samples_per_second,141.317,cross-validation,NA
ankh,ionchannels,4.0,eval_steps_per_second,141.317,cross-validation,NA
ankh,ionchannels,4.0,epoch,6.0,cross-validation,NA
ankh,ionchannels,,eval_loss,0.1493136882781982,test,NA
ankh,ionchannels,,eval_accuracy,0.9802197802197802,test,NA
ankh,ionchannels,,eval_precision,0.9565217391304348,test,NA
ankh,ionchannels,,eval_recall,0.7333333333333333,test,NA
ankh,ionchannels,,eval_f1,0.8301886792452831,test,NA
ankh,ionchannels,,eval_mcc,0.8280470771926551,test,NA
ankh,ionchannels,,eval_runtime,6.8494,test,NA
ankh,ionchannels,,eval_samples_per_second,132.859,test,NA
ankh,ionchannels,,eval_steps_per_second,132.859,test,NA
ankh,ionchannels,,epoch,6.0,test,NA
ankh,mp,0.0,eval_loss,0.235962375998497,cross-validation,NA
ankh,mp,0.0,eval_accuracy,0.9211425023284694,cross-validation,NA
ankh,mp,0.0,eval_precision,0.8905895691609977,cross-validation,NA
ankh,mp,0.0,eval_recall,0.962622549019608,cross-validation,NA
ankh,mp,0.0,eval_f1,0.925206124852768,cross-validation,NA
ankh,mp,0.0,eval_mcc,0.8449341596081235,cross-validation,NA
ankh,mp,0.0,eval_runtime,15.971,cross-validation,NA
ankh,mp,0.0,eval_samples_per_second,201.678,cross-validation,NA
ankh,mp,0.0,eval_steps_per_second,201.678,cross-validation,NA
ankh,mp,0.0,epoch,6.0,cross-validation,NA
ankh,mp,1.0,eval_loss,0.2538636922836303,cross-validation,NA
ankh,mp,1.0,eval_accuracy,0.9214529649177274,cross-validation,NA
ankh,mp,1.0,eval_precision,0.8928774928774929,cross-validation,NA
ankh,mp,1.0,eval_recall,0.960171568627451,cross-validation,NA
ankh,mp,1.0,eval_f1,0.9253026276941246,cross-validation,NA
ankh,mp,1.0,eval_mcc,0.8451920592366431,cross-validation,NA
ankh,mp,1.0,eval_runtime,16.5984,cross-validation,NA
ankh,mp,1.0,eval_samples_per_second,194.055,cross-validation,NA
ankh,mp,1.0,eval_steps_per_second,194.055,cross-validation,NA
ankh,mp,1.0,epoch,6.0,cross-validation,NA
ankh,mp,2.0,eval_loss,0.2056261599063873,cross-validation,NA
ankh,mp,2.0,eval_accuracy,0.9267080745341616,cross-validation,NA
ankh,mp,2.0,eval_precision,0.9174147217235188,cross-validation,NA
ankh,mp,2.0,eval_recall,0.9399141630901288,cross-validation,NA
ankh,mp,2.0,eval_f1,0.9285281647486372,cross-validation,NA
ankh,mp,2.0,eval_mcc,0.8536074226534618,cross-validation,NA
ankh,mp,2.0,eval_runtime,17.6059,cross-validation,NA
ankh,mp,2.0,eval_samples_per_second,182.893,cross-validation,NA
ankh,mp,2.0,eval_steps_per_second,182.893,cross-validation,NA
ankh,mp,2.0,epoch,6.0,cross-validation,NA
ankh,mp,3.0,eval_loss,0.1926648616790771,cross-validation,NA
ankh,mp,3.0,eval_accuracy,0.9319875776397516,cross-validation,NA
ankh,mp,3.0,eval_precision,0.9148061104582844,cross-validation,NA
ankh,mp,3.0,eval_recall,0.9546290619251993,cross-validation,NA
ankh,mp,3.0,eval_f1,0.9342934293429342,cross-validation,NA
ankh,mp,3.0,eval_mcc,0.8647161905792156,cross-validation,NA
ankh,mp,3.0,eval_runtime,14.8715,cross-validation,NA
ankh,mp,3.0,eval_samples_per_second,216.522,cross-validation,NA
ankh,mp,3.0,eval_steps_per_second,216.522,cross-validation,NA
ankh,mp,3.0,epoch,7.0,cross-validation,NA
ankh,mp,4.0,eval_loss,0.2377041131258011,cross-validation,NA
ankh,mp,4.0,eval_accuracy,0.9198757763975156,cross-validation,NA
ankh,mp,4.0,eval_precision,0.8820255982192543,cross-validation,NA
ankh,mp,4.0,eval_recall,0.9717964438994482,cross-validation,NA
ankh,mp,4.0,eval_f1,0.9247374562427072,cross-validation,NA
ankh,mp,4.0,eval_mcc,0.8440203845868711,cross-validation,NA
ankh,mp,4.0,eval_runtime,17.6413,cross-validation,NA
ankh,mp,4.0,eval_samples_per_second,182.526,cross-validation,NA
ankh,mp,4.0,eval_steps_per_second,182.526,cross-validation,NA
ankh,mp,4.0,epoch,6.0,cross-validation,NA
ankh,mp,,eval_loss,0.2085891515016555,test,NA
ankh,mp,,eval_accuracy,0.9212290502793296,test,NA
ankh,mp,,eval_precision,0.8892276422764228,test,NA
ankh,mp,,eval_recall,0.9647188533627344,test,NA
ankh,mp,,eval_f1,0.9254362771020624,test,NA
ankh,mp,,eval_mcc,0.8453906647371416,test,NA
ankh,mp,,eval_runtime,9.8309,test,NA
ankh,mp,,eval_samples_per_second,182.079,test,NA
ankh,mp,,eval_steps_per_second,182.079,test,NA
ankh,mp,,epoch,6.0,test,NA
p2s,SSP,0.0,eval_loss,0.3497657477855682,cross-validation,ssp3
p2s,SSP,0.0,eval_accuracy,0.8523403411344704,cross-validation,ssp3
p2s,SSP,0.0,eval_precision,0.8628681394275345,cross-validation,ssp3
p2s,SSP,0.0,eval_recall,0.8398660589887644,cross-validation,ssp3
p2s,SSP,0.0,eval_f1,0.84951436662924,cross-validation,ssp3
p2s,SSP,0.0,eval_runtime,73.4455,cross-validation,ssp3
p2s,SSP,0.0,eval_samples_per_second,29.396,cross-validation,ssp3
p2s,SSP,0.0,eval_steps_per_second,29.396,cross-validation,ssp3
p2s,SSP,0.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,1.0,eval_loss,0.3590116500854492,cross-validation,ssp3
p2s,SSP,1.0,eval_accuracy,0.8527414087112344,cross-validation,ssp3
p2s,SSP,1.0,eval_precision,0.8565134673019568,cross-validation,ssp3
p2s,SSP,1.0,eval_recall,0.8479117716812002,cross-validation,ssp3
p2s,SSP,1.0,eval_f1,0.851841312310546,cross-validation,ssp3
p2s,SSP,1.0,eval_runtime,93.9688,cross-validation,ssp3
p2s,SSP,1.0,eval_samples_per_second,22.976,cross-validation,ssp3
p2s,SSP,1.0,eval_steps_per_second,22.976,cross-validation,ssp3
p2s,SSP,1.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,2.0,eval_loss,0.3587225377559662,cross-validation,ssp3
p2s,SSP,2.0,eval_accuracy,0.8514594199258285,cross-validation,ssp3
p2s,SSP,2.0,eval_precision,0.8572769938498661,cross-validation,ssp3
p2s,SSP,2.0,eval_recall,0.8441144138286255,cross-validation,ssp3
p2s,SSP,2.0,eval_f1,0.8500149601391213,cross-validation,ssp3
p2s,SSP,2.0,eval_runtime,51.8505,cross-validation,ssp3
p2s,SSP,2.0,eval_samples_per_second,41.62,cross-validation,ssp3
p2s,SSP,2.0,eval_steps_per_second,41.62,cross-validation,ssp3
p2s,SSP,2.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,3.0,eval_loss,0.3591401278972626,cross-validation,ssp3
p2s,SSP,3.0,eval_accuracy,0.8528303988901946,cross-validation,ssp3
p2s,SSP,3.0,eval_precision,0.8540534794746694,cross-validation,ssp3
p2s,SSP,3.0,eval_recall,0.8495313604239415,cross-validation,ssp3
p2s,SSP,3.0,eval_f1,0.8516843949788653,cross-validation,ssp3
p2s,SSP,3.0,eval_runtime,122.4825,cross-validation,ssp3
p2s,SSP,3.0,eval_samples_per_second,17.619,cross-validation,ssp3
p2s,SSP,3.0,eval_steps_per_second,17.619,cross-validation,ssp3
p2s,SSP,3.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,4.0,eval_loss,0.3639526069164276,cross-validation,ssp3
p2s,SSP,4.0,eval_accuracy,0.8504600410889472,cross-validation,ssp3
p2s,SSP,4.0,eval_precision,0.8548111494896057,cross-validation,ssp3
p2s,SSP,4.0,eval_recall,0.8433758162742832,cross-validation,ssp3
p2s,SSP,4.0,eval_f1,0.8485652967651974,cross-validation,ssp3
p2s,SSP,4.0,eval_runtime,79.4031,cross-validation,ssp3
p2s,SSP,4.0,eval_samples_per_second,27.178,cross-validation,ssp3
p2s,SSP,4.0,eval_steps_per_second,27.178,cross-validation,ssp3
p2s,SSP,4.0,epoch,6.0,cross-validation,ssp3
p2s,SSP,,eval_loss,0.6207150220870972,casp12,ssp3
p2s,SSP,,eval_accuracy,0.7660638141449787,casp12,ssp3
p2s,SSP,,eval_precision,0.7704537391602321,casp12,ssp3
p2s,SSP,,eval_recall,0.7540160912332722,casp12,ssp3
p2s,SSP,,eval_f1,0.7590092988988077,casp12,ssp3
p2s,SSP,,eval_runtime,1.0629,casp12,ssp3
p2s,SSP,,eval_samples_per_second,18.816,casp12,ssp3
p2s,SSP,,eval_steps_per_second,18.816,casp12,ssp3
p2s,SSP,,epoch,6.0,casp12,ssp3
p2s,SSP,,eval_loss,0.4136771261692047,casp13,ssp3
p2s,SSP,,eval_accuracy,0.839278220730172,casp13,ssp3
p2s,SSP,,eval_precision,0.8452387672643548,casp13,ssp3
p2s,SSP,,eval_recall,0.8358615452496965,casp13,ssp3
p2s,SSP,,eval_f1,0.8402083361674033,casp13,ssp3
p2s,SSP,,eval_runtime,0.3178,casp13,ssp3
p2s,SSP,,eval_samples_per_second,37.756,casp13,ssp3
p2s,SSP,,eval_steps_per_second,37.756,casp13,ssp3
p2s,SSP,,epoch,6.0,casp13,ssp3
p2s,SSP,,eval_loss,0.626337468624115,casp14,ssp3
p2s,SSP,,eval_accuracy,0.7385548814120243,casp14,ssp3
p2s,SSP,,eval_precision,0.694781081755855,casp14,ssp3
p2s,SSP,,eval_recall,0.7253690861424303,casp14,ssp3
p2s,SSP,,eval_f1,0.7073725876463811,casp14,ssp3
p2s,SSP,,eval_runtime,0.6833,casp14,ssp3
p2s,SSP,,eval_samples_per_second,26.343,casp14,ssp3
p2s,SSP,,eval_steps_per_second,26.343,casp14,ssp3
p2s,SSP,,epoch,6.0,casp14,ssp3
p2s,SSP,,eval_loss,0.3685823976993561,ts115,ssp3
p2s,SSP,,eval_accuracy,0.848606248316725,ts115,ssp3
p2s,SSP,,eval_precision,0.8487927448541583,ts115,ssp3
p2s,SSP,,eval_recall,0.8375247101956157,ts115,ssp3
p2s,SSP,,eval_f1,0.8427565918613311,ts115,ssp3
p2s,SSP,,eval_runtime,5.621,ts115,ssp3
p2s,SSP,,eval_samples_per_second,20.459,ts115,ssp3
p2s,SSP,,eval_steps_per_second,20.459,ts115,ssp3
p2s,SSP,,epoch,6.0,ts115,ssp3
p2s,SSP,,eval_loss,0.4075920581817627,cb513,ssp3
p2s,SSP,,eval_accuracy,0.8426439646971412,cb513,ssp3
p2s,SSP,,eval_precision,0.8477661926760757,cb513,ssp3
p2s,SSP,,eval_recall,0.8331608662871864,cb513,ssp3
p2s,SSP,,eval_f1,0.8395946326370974,cb513,ssp3
p2s,SSP,,eval_runtime,21.0561,cb513,ssp3
p2s,SSP,,eval_samples_per_second,24.268,cb513,ssp3
p2s,SSP,,eval_steps_per_second,24.268,cb513,ssp3
p2s,SSP,,epoch,6.0,cb513,ssp3
p2s,SSP,0.0,eval_loss,0.6885985732078552,cross-validation,ssp8
p2s,SSP,0.0,eval_accuracy,0.7430222494681042,cross-validation,ssp8
p2s,SSP,0.0,eval_precision,0.6763279517433547,cross-validation,ssp8
p2s,SSP,0.0,eval_recall,0.4871675865947455,cross-validation,ssp8
p2s,SSP,0.0,eval_f1,0.5220660381927748,cross-validation,ssp8
p2s,SSP,0.0,eval_runtime,97.4536,cross-validation,ssp8
p2s,SSP,0.0,eval_samples_per_second,22.154,cross-validation,ssp8
p2s,SSP,0.0,eval_steps_per_second,22.154,cross-validation,ssp8
p2s,SSP,0.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,1.0,eval_loss,0.6969506740570068,cross-validation,ssp8
p2s,SSP,1.0,eval_accuracy,0.7423733344894361,cross-validation,ssp8
p2s,SSP,1.0,eval_precision,0.6649313898811753,cross-validation,ssp8
p2s,SSP,1.0,eval_recall,0.4932668023282143,cross-validation,ssp8
p2s,SSP,1.0,eval_f1,0.5242156828241257,cross-validation,ssp8
p2s,SSP,1.0,eval_runtime,58.4474,cross-validation,ssp8
p2s,SSP,1.0,eval_samples_per_second,36.939,cross-validation,ssp8
p2s,SSP,1.0,eval_steps_per_second,36.939,cross-validation,ssp8
p2s,SSP,1.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,2.0,eval_loss,0.6931882500648499,cross-validation,ssp8
p2s,SSP,2.0,eval_accuracy,0.7437999586294529,cross-validation,ssp8
p2s,SSP,2.0,eval_precision,0.6726682506403869,cross-validation,ssp8
p2s,SSP,2.0,eval_recall,0.4810216167858091,cross-validation,ssp8
p2s,SSP,2.0,eval_f1,0.5133194358753526,cross-validation,ssp8
p2s,SSP,2.0,eval_runtime,54.0227,cross-validation,ssp8
p2s,SSP,2.0,eval_samples_per_second,39.946,cross-validation,ssp8
p2s,SSP,2.0,eval_steps_per_second,39.946,cross-validation,ssp8
p2s,SSP,2.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,3.0,eval_loss,0.6998187899589539,cross-validation,ssp8
p2s,SSP,3.0,eval_accuracy,0.7439523157482381,cross-validation,ssp8
p2s,SSP,3.0,eval_precision,0.6566125188316551,cross-validation,ssp8
p2s,SSP,3.0,eval_recall,0.4857716691951976,cross-validation,ssp8
p2s,SSP,3.0,eval_f1,0.5193647058694495,cross-validation,ssp8
p2s,SSP,3.0,eval_runtime,52.3617,cross-validation,ssp8
p2s,SSP,3.0,eval_samples_per_second,41.213,cross-validation,ssp8
p2s,SSP,3.0,eval_steps_per_second,41.213,cross-validation,ssp8
p2s,SSP,3.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,4.0,eval_loss,0.7071828246116638,cross-validation,ssp8
p2s,SSP,4.0,eval_accuracy,0.7405534201407991,cross-validation,ssp8
p2s,SSP,4.0,eval_precision,0.6456180809081011,cross-validation,ssp8
p2s,SSP,4.0,eval_recall,0.4805826886366158,cross-validation,ssp8
p2s,SSP,4.0,eval_f1,0.5063211021093152,cross-validation,ssp8
p2s,SSP,4.0,eval_runtime,51.6699,cross-validation,ssp8
p2s,SSP,4.0,eval_samples_per_second,41.765,cross-validation,ssp8
p2s,SSP,4.0,eval_steps_per_second,41.765,cross-validation,ssp8
p2s,SSP,4.0,epoch,6.0,cross-validation,ssp8
p2s,SSP,,eval_loss,1.0275795459747314,casp12,ssp8
p2s,SSP,,eval_accuracy,0.6487281282164388,casp12,ssp8
p2s,SSP,,eval_precision,0.5967062138723033,casp12,ssp8
p2s,SSP,,eval_recall,0.3824109531229495,casp12,ssp8
p2s,SSP,,eval_f1,0.3988755362758011,casp12,ssp8
p2s,SSP,,eval_runtime,0.6079,casp12,ssp8
p2s,SSP,,eval_samples_per_second,32.898,casp12,ssp8
p2s,SSP,,eval_steps_per_second,32.898,casp12,ssp8
p2s,SSP,,epoch,6.0,casp12,ssp8
p2s,SSP,,eval_loss,0.7864692211151123,casp13,ssp8
p2s,SSP,,eval_accuracy,0.702475870751154,casp13,ssp8
p2s,SSP,,eval_precision,0.5166308029273832,casp13,ssp8
